trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.99004983374916811}",25,0,-84.5928176729584,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.98019867330675525}",30,0,-151.1752677048965,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
3,False,"{'a': 0.01, 'e': 0.97044553354850815}",25,0,-147.49524976854642,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.96078943915232318}",35,0,-207.20788968357658,"{0: 19, 1: 1, 2: 12, 3: 1, 4: 2}",0
5,False,"{'a': 0.01, 'e': 0.95122942450071402}",20,0,-76.6398037023087,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.94176453358424872}",25,0,-143.25756488778242,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.93239381990594827}",20,0,-77.32435964877959,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
8,False,"{'a': 0.01, 'e': 0.92311634638663576}",25,0,-149.2227089184888,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
9,False,"{'a': 0.01, 'e': 0.91393118527122819}",30,0,-88.66351891556486,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.90483741803595952}",20,6,-82.08008381148869,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
11,False,"{'a': 0.01, 'e': 0.89583413529652822}",20,0,-55.20522406015149,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.88692043671715748}",25,0,-92.10504402564808,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",30,0,-195.64901422403693,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 4}",0
14,False,"{'a': 0.01, 'e': 0.86935823539880586}",20,10,-19.37205008396226,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
15,False,"{'a': 0.01, 'e': 0.86070797642505781}",25,0,-38.36605473814058,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
16,False,"{'a': 0.01, 'e': 0.85214378896621135}",35,0,-199.84178310187417,"{0: 25, 1: 1, 2: 4, 3: 1, 4: 4}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-47.411269628562906,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-69.34022666352288,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.82695913394336229}",25,0,-88.0196459093521,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
20,False,"{'a': 0.01, 'e': 0.81873075307798182}",20,0,-73.37385194821101,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.81058424597018708}",30,0,-38.46211614221586,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
22,False,"{'a': 0.01, 'e': 0.80251879796247849}",20,0,-13.682049581661445,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.79453360250333405}",25,0,-195.67549194040436,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
24,False,"{'a': 0.01, 'e': 0.78662786106655347}",25,0,-138.51875928288183,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.77880078307140488}",20,10,-42.64619799439079,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 0.01, 'e': 0.77105158580356625}",20,1,-11.705399573219397,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.01, 'e': 0.76337949433685315}",30,0,-53.34465050753783,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.75578374145572547}",20,0,-53.40615465699082,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.74826356757856527}",20,0,-68.14061720413787,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.74081822068171788}",25,5,-106.41286785668365,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",1
31,False,"{'a': 0.01, 'e': 0.73344695622428924}",25,0,-117.84850014955217,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.72614903707369094}",25,1,-90.65828852468934,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 1}",1
33,False,"{'a': 0.01, 'e': 0.71892373343192617}",30,0,-133.3834557189799,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
34,False,"{'a': 0.01, 'e': 0.71177032276260965}",20,0,-82.94583768915851,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.70468808971871344}",25,0,-78.5549946787867,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.69767632607103103}",35,0,-72.34453342682603,"{0: 27, 1: 1, 2: 4, 3: 3, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.69073433063735468}",25,0,-119.08061662551074,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
38,False,"{'a': 0.01, 'e': 0.68386140921235583}",20,0,-103.87631838968987,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.01, 'e': 0.67705687449816465}",20,0,-40.27938015977447,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.67032004603563933}",25,8,-73.05642395565292,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 1}",1
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-81.32377847610734,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.65704681981505675}",20,0,-115.63525656035141,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.65050909472331653}",25,0,-70.12617915434274,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.64403642108314141}",20,0,-54.960328901106415,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.63762815162177333}",35,0,-94.58109261831996,"{0: 24, 1: 5, 2: 4, 3: 1, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.63128364550692595}",25,0,-0.35618802453598364,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.62500226828270078}",20,0,-193.79697766342258,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
48,False,"{'a': 0.01, 'e': 0.61878339180614084}",30,0,-59.67244294922186,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.61262639418441611}",20,0,-64.84931370614852,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.60653065971263342}",30,0,-105.3861668619009,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,11,-33.910708018796505,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.59452054797019438}",20,8,9.997390359500548,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.58860496967835518}",25,3,-101.71272694663445,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 2}",1
54,False,"{'a': 0.01, 'e': 0.58274825237398964}",20,11,3.930190986262663,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.01, 'e': 0.57694981038048665}",20,0,-66.71544181950155,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.57120906384881487}",20,0,-158.55135006271308,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
57,False,"{'a': 0.01, 'e': 0.56552543869953709}",20,5,-68.98084334203874,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
58,False,"{'a': 0.01, 'e': 0.55989836656540204}",25,11,-71.25272116734915,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",20,0,-106.11591547938212,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,7,-84.14130235689653,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 1}",1
61,False,"{'a': 0.01, 'e': 0.54335086907449981}",25,0,-94.24487379861002,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.53794443759467447}",20,0,-25.846395619138928,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.53259180100689718}",35,21,-1.7040365950250334,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.52729242404304855}",20,0,5.34218914342496,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.52204577676101604}",20,0,-56.27983815337486,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.51685133449169918}",20,0,-108.16412197114613,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.51170857778654244}",25,4,0.11878123331425394,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.50661699236558955}",20,4,-38.166920710793235,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
69,False,"{'a': 0.01, 'e': 0.50157606906605545}",30,0,-117.7707859617217,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",35,0,-74.87560245565793,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 2}",0
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,2,-10.882568614925122,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.48675225595997168}",20,14,11.729004726428531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,1,13.48518718020925,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.47711391552103438}",30,0,-71.2623008982204,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.47236655274101469}",20,0,-34.773051820518035,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,11,-40.18991384472021,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,0,-82.31334568460025,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.45840601130522352}",20,0,-79.80021471878614,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,5,-29.831070581193096,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",30,8,22.600555103183286,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.44485806622294111}",30,12,-164.66376203201392,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 4}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",30,3,-57.2808508762704,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",30,0,0.2644397323474905,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,11,-2.0313330458596415,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.42741493194872671}",30,10,-116.55834585494623,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
86,False,"{'a': 0.01, 'e': 0.42316208231774882}",20,0,-2.5518542783987694,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.418951549247639}",20,1,-44.27357316239496,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.01, 'e': 0.41478291168158138}",25,2,-7.873524921218905,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,6,3.577556397033793,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.40656965974059911}",20,6,-19.77374924384176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",25,12,15.174855925263717,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,2,17.81010434976237,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.39455371037160109}",20,0,-67.58607803575039,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.39062783535852108}",20,2,-71.961696740262,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.38674102345450118}",20,0,-17.6501418252728,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,0,-23.031948645863157,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,0,-12.404414083156983,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,13,20.3889571066803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.37157669102204571}",30,0,16.56128605909833,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,0,-8.215855388977536,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
101,False,"{'a': 0.01, 'e': 0.36421897957152333}",25,6,-62.94354754412483,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,13,13.939998937164098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.35700696056914738}",25,0,-59.17003063651559,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",35,3,-167.75881541486638,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 4}",1
105,False,"{'a': 0.01, 'e': 0.34993774911115533}",20,8,-79.47301098809072,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,14,-3.366577062670566,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",25,0,-6.53218727829365,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.33959552564493911}",25,0,-55.39326051956626,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
109,False,"{'a': 0.01, 'e': 0.33621649370673329}",30,15,-3.2405628632896004,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",25,7,-36.78492277257864,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,13,10.58899911196212,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,0,-109.20755399437688,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
113,False,"{'a': 0.01, 'e': 0.32303325642225289}",25,0,-50.130924270863844,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,0,-16.044768343150448,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,0,-13.072197925898251,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
116,False,"{'a': 0.01, 'e': 0.31348618088260533}",20,4,25.02676589787763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,-28.500489837844928,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,16,9.737495365012641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.30422126406670408}",20,0,30.662554542920684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",30,0,-3.596868181504603,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.29819727942988739}",25,17,18.754316213265597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.29523016692401421}",20,11,-2.6540936065720704,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.29229257768085942}",25,0,9.396507896970997,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.28938421793905061}",20,0,12.12812305873588,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.28650479686019009}",20,0,2.26385296230999,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",30,7,-14.194918313071325,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.28083162177837978}",30,19,-7.15141153599982,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,13,13.21121398849802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",25,7,-19.429565674212085,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.27253179303401259}",20,0,-21.421428524786535,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.26982005638468681}",20,0,-6.054712858352591,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",30,0,19.596695470994014,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,0,-2.529397868591042,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.26184566858032599}",20,3,-63.14898815049442,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.25924026064589151}",20,6,-51.302150390903165,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
136,False,"{'a': 0.01, 'e': 0.25666077695355588}",20,0,5.505533912885898,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",25,11,5.601319539468482,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",25,13,-7.122635908596047,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,0,-147.63772235099353,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",25,0,6.388171969807141,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.24414328315343711}",25,3,24.69241197739973,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,5,12.996653094977265,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,10,-6.635608889018418,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,0,4.363064120171353,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",30,0,-46.4857519904931,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",25,0,-30.7695409168974,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,0,-9.799576890908309,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",25,0,-46.088192656287745,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,10,4.409600390599854,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",25,14,-27.933788314983875,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,17,17.16249301165088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,0,-43.088488140201505,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,0,-11.163593847360598,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,0,-10.097947511933475,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,2,3.6871472866406227,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,1,-9.314079904274784,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,0,-66.93769087287502,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",30,4,21.507429436514936,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,3,-86.31163854998206,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",35,13,12.60434149844133,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.19988761407514449}",25,4,21.467874409660837,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",25,14,-77.3171448354229,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,10,18.832259825698515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,4,-36.67389020688106,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",30,15,27.626334812711487,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",25,13,12.983528273552299,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,9,10.581651029137069,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",25,0,-13.177218509490991,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",20,10,5.929382449208454,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",30,13,-10.580534652832116,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,12,11.189256069721566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",30,1,-30.65788625864191,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 1}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,9,-30.437278634822533,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,1,10.592440028743127,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",25,18,13.093440945413631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,0,22.572117645658512,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,0,2.0422379337363568,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",20,2,17.179204825013144,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.16696016966704069}",25,0,-8.540473499083946,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",30,2,18.281988415918235,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,0,-0.9441606458701816,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",25,10,14.606453967273342,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,0,-4.52480635446074,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",30,12,6.2674581193411285,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
